0, 0.375264024355, 0.64944, 1.21626266909, 0.892084103107
1, 0.447188582947, 0.69136, 0.892796058655, 0.785479625702
2, 0.470036110184, 0.6952, 0.833094907284, 0.745664064884
0, 0.391361169714, 0.6486, 1.2264801836, 0.862582128048
1, 0.444047834062, 0.681, 0.864296905398, 0.788770698309
2, 0.483408930156, 0.732, 0.80613647759, 0.702007330656
3, 0.568723610804, 0.7568, 0.743546822071, 0.650955024958
4, 0.605039139238, 0.7562, 0.695674800873, 0.655765368938
5, 0.638831424744, 0.805, 0.660958445072, 0.55459772706
8, 0.642992479727, 0.7938, 0.566375373602, 0.537913665175
9, 0.662212850229, 0.8194, 0.545780794322, 0.506112602949
10, 0.674021163781, 0.8426, 0.527269578576, 0.449236019254
11, 0.677996816136, 0.8444, 0.511527406573, 0.424447842836
15, 0.696759392861, 0.8622, 0.437162327468, 0.37516076535
21, 0.708213906643, 0.8682, 0.405357721448, 0.352123047709
24, 0.721029488619, 0.8706, 0.375185946971, 0.360791921616
26, 0.768768007423, 0.876, 0.373784754425, 0.345980829298
29, 0.789028827558, 0.8926, 0.348787285388, 0.288870195448
31, 0.820899704316, 0.9014, 0.330292400569, 0.283649858832
37, 0.82873408687, 0.902, 0.312685380727, 0.271196387857
42, 0.840682428626, 0.8996, 0.293478504121, 0.267983659208
44, 0.854080475083, 0.9086, 0.284846711159, 0.247579166442
52, 0.863729794137, 0.9102, 0.266297235042, 0.245757619739
62, 0.872181106951, 0.9238, 0.237445650622, 0.210519566089
67, 0.876907568637, 0.9204, 0.22615773052, 0.22011771813
75, 0.885326282171, 0.926, 0.208963314742, 0.211094533503
92, 0.890727453169, 0.9326, 0.168963553235, 0.195818804801
0, 0.393295435028, 0.637, 1.25452168941, 0.884813252687
1, 0.440574913677, 0.68, 0.878678237796, 0.812355060577
2, 0.48585577841, 0.7336, 0.780356329083, 0.707116422653
3, 0.489854778305, 0.733, 0.731767302752, 0.701925055981
4, 0.544693053612, 0.7814, 0.673454782665, 0.585161664486
5, 0.590473019019, 0.805, 0.632648520768, 0.539509726763
6, 0.6601480642, 0.823, 0.596070540547, 0.503008559346
10, 0.671128447477, 0.8532, 0.511613554955, 0.425040951669
12, 0.689482158511, 0.8588, 0.473304492235, 0.398022346795
13, 0.693715406851, 0.8656, 0.446753841341, 0.372668213546
14, 0.697715833561, 0.8674, 0.450780922472, 0.379707676172
0, 0.394387902853, 0.6454, 1.24225569844, 0.832310612202
1, 0.43815259184, 0.6838, 0.866750717759, 0.759642870426
2, 0.481123632956, 0.724, 0.80016510725, 0.701585203409
3, 0.498591328105, 0.7468, 0.752226786017, 0.671945306063
4, 0.595653818578, 0.7442, 0.724258978963, 0.66244592905
25, 0.73514468992, 0.8842, 0.362007644475, 0.320158601999
26, 0.766016732811, 0.8922, 0.349906292409, 0.304463180006
6, 0.639402212886, 0.7928, 0.625237183571, 0.569671449065
7, 0.650603029486, 0.8052, 0.614051627815, 0.519698349237
28, 0.787518885779, 0.8882, 0.331273600608, 0.309539185464
8, 0.669745172003, 0.8334, 0.581610800326, 0.475025067925
31, 0.813722132503, 0.9036, 0.32910321787, 0.273936882019
11, 0.682884397671, 0.8462, 0.521453880072, 0.435463246107
16, 0.686498176244, 0.848, 0.467176160812, 0.427373988628
38, 0.818823822432, 0.9064, 0.290453436971, 0.262832150608
18, 0.691915212481, 0.858, 0.44345420599, 0.388906558156
41, 0.840879223721, 0.9126, 0.291639373302, 0.248524136394
21, 0.706401775404, 0.8704, 0.422977709323, 0.354473974705
42, 0.846108225357, 0.9102, 0.271561753899, 0.255187861323
25, 0.719544881591, 0.8802, 0.385811908096, 0.336123390198
29, 0.748592901372, 0.8894, 0.354251030833, 0.318032561243
33, 0.80085446287, 0.8884, 0.350034825206, 0.309278009534
57, 0.855444700099, 0.9168, 0.243020611256, 0.228765180111
40, 0.8049758021, 0.9, 0.30516353935, 0.289945654273
44, 0.843723388932, 0.9094, 0.303625467718, 0.26327817291
69, 0.864455478762, 0.9278, 0.218931856006, 0.204674939811
56, 0.852978097745, 0.9186, 0.262548697293, 0.229539501518
57, 0.865883792029, 0.9134, 0.253774038702, 0.232622028291
81, 0.879009464924, 0.9298, 0.17899262771, 0.206890431643
68, 0.877410994295, 0.9246, 0.219553845599, 0.218809555322
80, 0.882210036511, 0.929, 0.200786196366, 0.197223462164
93, 0.887997708741, 0.9318, 0.186010796502, 0.192767873555
