Epoch, Val_fscore, Val_acc, Train_loss, Val_loss
0, 0.435230825522, 0.65824, 1.25422697783, 0.9320171175
1, 0.442231233545, 0.65248, 0.96342991209, 0.91518930912
2, 0.47470285606, 0.71104, 0.847198698044, 0.773968045712
3, 0.500035179759, 0.75104, 0.764252953053, 0.679767080784
4, 0.507909208492, 0.75488, 0.701666812897, 0.674439228535
5, 0.515642020201, 0.76912, 0.694649377584, 0.633970128059
6, 0.545976273928, 0.78752, 0.663042967796, 0.587135066032
7, 0.639634014883, 0.78352, 0.637498266935, 0.591792643547
8, 0.585010287263, 0.78496, 0.653059494734, 0.577505133152
9, 0.631617462508, 0.78064, 0.626784840584, 0.595317111969
10, 0.582283228466, 0.79168, 0.614148056984, 0.564188130379
11, 0.644978703532, 0.79264, 0.600281447172, 0.56958126545
12, 0.649051483666, 0.7928, 0.606295991659, 0.566062057734
13, 0.647530763136, 0.80352, 0.602825751543, 0.539427492619
14, 0.647533315249, 0.80368, 0.58703827405, 0.542696408749
15, 0.65273659743, 0.8016, 0.58731249094, 0.556304965019
16, 0.663267712347, 0.81024, 0.57098438549, 0.52514913106
17, 0.638266103175, 0.79344, 0.563887954473, 0.567094969273
18, 0.655306010989, 0.80896, 0.565614002228, 0.532815809488
19, 0.660047094592, 0.8024, 0.569290138245, 0.528285906792
20, 0.658332240622, 0.7928, 0.553728976727, 0.548027881622
21, 0.672740020782, 0.80544, 0.555233429909, 0.532011265516
22, 0.656206500721, 0.80272, 0.558705649853, 0.542203514576
23, 0.67549809563, 0.81104, 0.551155433893, 0.51435089612
24, 0.681895505115, 0.8072, 0.534001819372, 0.518207445621
25, 0.673006345523, 0.81104, 0.535709245443, 0.511936610222
26, 0.69021104674, 0.80736, 0.538643413544, 0.522332633257
27, 0.677139937936, 0.8152, 0.525646998405, 0.5103960495
28, 0.691448660388, 0.81088, 0.524660604239, 0.514077547073
29, 0.68330599214, 0.79568, 0.523360390425, 0.544069262028
30, 0.695853066791, 0.80992, 0.529990014315, 0.505448151588
31, 0.694830306235, 0.82064, 0.512058679104, 0.486879487991
32, 0.591753852894, 0.81008, 0.504174847841, 0.518780096769
33, 0.702475749442, 0.82112, 0.506597269773, 0.49337365222
34, 0.69768484892, 0.82208, 0.503809136868, 0.476832649469
35, 0.714307898147, 0.8176, 0.494782271147, 0.491912006617
36, 0.708436145062, 0.82496, 0.497809348345, 0.475275506973
37, 0.673531669669, 0.81856, 0.492168048382, 0.489762631893
38, 0.714900724076, 0.8288, 0.492673218012, 0.467474267006
39, 0.703255736127, 0.82544, 0.48167755127, 0.47098956871
40, 0.676398526676, 0.8288, 0.482011261463, 0.469647842884
41, 0.710848298493, 0.82464, 0.477568729401, 0.485126054049
42, 0.737287231085, 0.83088, 0.472408953905, 0.461891035795
43, 0.713758042045, 0.8248, 0.466992935181, 0.470088652849
44, 0.703643734401, 0.82256, 0.471610795498, 0.473683858395
45, 0.727069912002, 0.836, 0.472106443882, 0.449307174444
46, 0.71697295024, 0.83296, 0.447219907761, 0.443489898205
47, 0.73501807118, 0.83376, 0.454563835859, 0.450792877674
48, 0.733723231267, 0.84128, 0.44951919055, 0.431699496269
49, 0.698966033511, 0.8112, 0.446882677436, 0.507842502594
50, 0.741799966832, 0.8344, 0.441422727585, 0.442368350983
51, 0.731972742015, 0.83472, 0.432388802767, 0.437735241413
52, 0.7304702172, 0.82704, 0.435882221699, 0.464671632051
53, 0.698917603447, 0.83184, 0.439232875347, 0.449610801458
54, 0.727651775465, 0.83648, 0.420327570677, 0.443058395386
55, 0.729580377723, 0.83968, 0.425998287559, 0.422080263138
56, 0.735020555278, 0.8416, 0.417174744368, 0.438080903769
57, 0.750175555291, 0.8496, 0.411248956203, 0.41054155755
58, 0.749445820632, 0.84576, 0.400893772721, 0.419385532856
59, 0.752498397979, 0.84192, 0.405666297078, 0.431836743832
60, 0.751606990899, 0.84016, 0.395157229066, 0.42146893549
61, 0.737009286673, 0.84528, 0.400850332975, 0.417387222052
62, 0.740628828148, 0.84096, 0.397825091124, 0.420109143972
63, 0.742200129281, 0.84512, 0.398034302592, 0.424729317427
64, 0.733061340016, 0.84464, 0.378786539078, 0.414465827942
65, 0.757435669965, 0.84768, 0.388938416481, 0.398698112011
66, 0.761109089486, 0.85152, 0.385861933589, 0.399343822718
67, 0.740470801743, 0.84352, 0.376701950908, 0.424109838963
68, 0.747850976641, 0.84912, 0.374435108781, 0.395354577541
69, 0.760693378229, 0.84784, 0.363264741421, 0.407565363407
70, 0.770697464088, 0.85248, 0.36271804142, 0.397842816114
71, 0.757844326846, 0.84192, 0.359836561441, 0.423609203339
